ID,Phylum
t643692037,Firmicutes
t637000281,Firmicutes
t645058812,Firmicutes
t645058850,Firmicutes
t647000323,Firmicutes
t637000282,Firmicutes
t647000324,Firmicutes
t645058851,Firmicutes
t642555160,Firmicutes
t643886039,Firmicutes
t651285007,Firmicutes
t646564572,Firmicutes
t649990000,Firmicutes
t651053071,Firmicutes
t650377974,Firmicutes
t649633095,Firmicutes
t637000284,Firmicutes
t645058825,Firmicutes
t638341202,Firmicutes
t637000285,Firmicutes
t638341203,Firmicutes
t637000286,Firmicutes
t638341204,Firmicutes
t638341205,Firmicutes
t638341206,Firmicutes
t637000287,Firmicutes
t649990001,Firmicutes
t649990002,Firmicutes
t651324100,Firmicutes
t649990003,Firmicutes
t648276732,Firmicutes
t2512047071,Firmicutes
t2512047072,Firmicutes
t649990004,Firmicutes
t649990005,Firmicutes
t650377975,Firmicutes
t644736406,Firmicutes
t643692038,Firmicutes
t2511231157,Firmicutes
t643692039,Firmicutes
t642555163,Firmicutes
t649990006,Firmicutes
t646311957,Firmicutes
t648276733,Firmicutes
t651053072,Firmicutes
t650716087,Firmicutes
t640753055,Firmicutes
t2512047073,Firmicutes
t641736171,Firmicutes
t2512047038,Firmicutes
t649990007,Firmicutes
t651324101,Firmicutes
t649990008,Firmicutes
t2512047074,Firmicutes
t648276734,Firmicutes
t646564574,Firmicutes
t648276735,Firmicutes
t648276736,Firmicutes
t648276737,Firmicutes
t648276738,Firmicutes
t646564575,Firmicutes
t637000288,Firmicutes
t648276739,Firmicutes
t647000325,Firmicutes
t650716088,Firmicutes
t650716089,Firmicutes
t649990009,Firmicutes
t649990010,Firmicutes
t650716090,Firmicutes
t651324102,Firmicutes
t650716091,Firmicutes
t649990011,Firmicutes
t643348576,Firmicutes
t648028055,Firmicutes
t643692040,Firmicutes
t648028056,Firmicutes
t648276740,Firmicutes
t648276741,Firmicutes
t649990012,Firmicutes
t648276742,Firmicutes
t645058718,Firmicutes
t645058707,Firmicutes
t641736273,Firmicutes
t641736204,Firmicutes
t641736183,Firmicutes
t641736274,Firmicutes
t641522651,Firmicutes
t648276745,Firmicutes
t648276746,Firmicutes
t639633061,Firmicutes
t642555164,Firmicutes
t641522652,Firmicutes
t650377976,Firmicutes
t650377977,Firmicutes
t643692041,Firmicutes
t641736264,Firmicutes
t650377978,Firmicutes
t643692042,Firmicutes
t637000289,Firmicutes
t640963055,Firmicutes
t648276744,Firmicutes
t640963053,Firmicutes
t640963048,Firmicutes
t640963051,Firmicutes
t641736272,Firmicutes
t640963052,Firmicutes
t640963042,Firmicutes
t640963056,Firmicutes
t640963054,Firmicutes
t648276743,Firmicutes
t2512564060,Firmicutes
t648028057,Firmicutes
t638341207,Firmicutes
t637000290,Firmicutes
t643692043,Firmicutes
t651324103,Firmicutes
t2511231123,Firmicutes
t649990013,Firmicutes
t648276747,Firmicutes
t2511231137,Firmicutes
t637000291,Firmicutes
t637000297,Firmicutes
t637000295,Firmicutes
t637000300,Firmicutes
t637000299,Firmicutes
t637000292,Firmicutes
t637000298,Firmicutes
t637000301,Firmicutes
t637000296,Firmicutes
t637000294,Firmicutes
t638341208,Firmicutes
t643348577,Firmicutes
t637000293,Firmicutes
t2512564065,Firmicutes
t640069333,Firmicutes
t651053073,Firmicutes
t650716092,Firmicutes
t651053074,Firmicutes
t643886022,Firmicutes
t649990014,Firmicutes
t640069334,Firmicutes
t649990015,Firmicutes
t647533231,Firmicutes
t648276748,Firmicutes
t651285008,Firmicutes
t651285009,Firmicutes
t647533232,Firmicutes
t651285010,Firmicutes
t651324104,Firmicutes
t648276749,Firmicutes
t640427146,Firmicutes
t638341209,Firmicutes
t640427147,Firmicutes
t2511231166,Firmicutes
t644736407,Firmicutes
t2511231193,Firmicutes
t2511231189,Firmicutes
t646862345,Firmicutes
t650377979,Firmicutes
t644736408,Firmicutes
t644736409,Firmicutes
t2511231186,Firmicutes
t2511231211,Firmicutes
t650716093,Firmicutes
t651053075,Firmicutes
t637000302,Firmicutes
t639633062,Firmicutes
t637000303,Firmicutes
t650377980,Firmicutes
t643348578,Firmicutes
t2512047075,Firmicutes
t649990016,Firmicutes
t649990017,Firmicutes
t643886143,Firmicutes
t2506520015,Firmicutes
t2510917010,Firmicutes
t2506210005,Firmicutes
t637000306,Firmicutes
t649633098,Firmicutes
t637000316,Firmicutes
t646564577,Firmicutes
t650716094,Firmicutes
t2511231116,Firmicutes
t649633101,Firmicutes
t649990024,Firmicutes
t2509601029,Firmicutes
t2503538017,Firmicutes
t646564578,Firmicutes
t649633102,Firmicutes
t645058764,Firmicutes
t646564579,Firmicutes
t646564580,Firmicutes
t641522655,Firmicutes
t2509276025,Firmicutes
t648028059,Firmicutes
t641522656,Firmicutes
t645058760,Firmicutes
t637000318,Firmicutes
t2504756058,Firmicutes
t648276751,Firmicutes
t648028060,Firmicutes
t2506783062,Firmicutes
t650716095,Firmicutes
t2508501069,Firmicutes
t2504756006,Firmicutes
t648028061,Firmicutes
t640196202,Firmicutes
t647000330,Firmicutes
t651324107,Firmicutes
t648276753,Firmicutes
t648276754,Firmicutes
t643886074,Firmicutes
t647000331,Firmicutes
t646311965,Firmicutes
t647533241,Firmicutes
t647533242,Firmicutes
t2512047076,Firmicutes
t649990027,Firmicutes
t651324108,Firmicutes
t650716105,Firmicutes
t645058793,Firmicutes
t645951804,Fusobacteria
t646206254,Fusobacteria
t647000254,Fusobacteria
t637000117,Fusobacteria
t641736256,Fusobacteria
t638341097,Fusobacteria
t645951848,Fusobacteria
t651324032,Fusobacteria
t647533168,Fusobacteria
t651324033,Fusobacteria
t646206262,Fusobacteria
t647533169,Fusobacteria
t647533170,Fusobacteria
t647533171,Fusobacteria
t645951866,Fusobacteria
t646206253,Fusobacteria
t646206252,Fusobacteria
t645058833,Fusobacteria
t645951850,Fusobacteria
t645951859,Fusobacteria
t646206275,Fusobacteria
t649633056,Fusobacteria
t644736384,Fusobacteria
t647000268,Fusobacteria
t2506520045,Fusobacteria
t645951860,Fusobacteria
t646311952,Fusobacteria
t646311956,Fusobacteria
t2511231049,Bacteroidetes
t2509276063,Bacteroidetes
t640612202,Bacteroidetes
t2509601035,Bacteroidetes
t641736205,Bacteroidetes
t650377904,Bacteroidetes
t2512047053,Bacteroidetes
t2509276023,Bacteroidetes
t2506520046,Bacteroidetes
t640963023,Bacteroidetes
t643886111,Bacteroidetes
t651324010,Bacteroidetes
t642791613,Bacteroidetes
t643886197,Bacteroidetes
t2503982039,Bacteroidetes
t646206258,Bacteroidetes
t642979370,Bacteroidetes
t649989912,Bacteroidetes
t642979334,Bacteroidetes
t642979319,Bacteroidetes
t651324011,Bacteroidetes
t645058788,Bacteroidetes
t2511231100,Bacteroidetes
t650377910,Bacteroidetes
t637000024,Bacteroidetes
t637000025,Bacteroidetes
t649633012,Bacteroidetes
t642791621,Bacteroidetes
t651324012,Bacteroidetes
t641380449,Bacteroidetes
t647000212,Bacteroidetes
t647000213,Bacteroidetes
t642979351,Bacteroidetes
t649633013,Bacteroidetes
t648861000,Bacteroidetes
t651324013,Bacteroidetes
t646206272,Bacteroidetes
t648861001,Bacteroidetes
t647533110,Bacteroidetes
t647533111,Bacteroidetes
t647533112,Bacteroidetes
t651324014,Bacteroidetes
t645058782,Bacteroidetes
t646206266,Bacteroidetes
t648861002,Bacteroidetes
t648861003,Bacteroidetes
t647533113,Bacteroidetes
t649989913,Bacteroidetes
t646206273,Bacteroidetes
t649989914,Bacteroidetes
t646206274,Bacteroidetes
t646206263,Bacteroidetes
t646206264,Bacteroidetes
t645951811,Bacteroidetes
t647533114,Bacteroidetes
t648861004,Bacteroidetes
t641736196,Bacteroidetes
t637000026,Bacteroidetes
t641380447,Bacteroidetes
t640753008,Bacteroidetes
t647000214,Bacteroidetes
t647000215,Bacteroidetes
t650377911,Bacteroidetes
t648861005,Bacteroidetes
t2509276067,Bacteroidetes
t2509276058,Bacteroidetes
t650716011,Bacteroidetes
t2511231112,Bacteroidetes
t2511231105,Bacteroidetes
t646311912,Bacteroidetes
t642555114,Bacteroidetes
t643348524,Bacteroidetes
t650716019,Bacteroidetes
t643886113,Bacteroidetes
t649989920,Bacteroidetes
t644736338,Bacteroidetes
t651324019,Bacteroidetes
t651324020,Bacteroidetes
t642979305,Bacteroidetes
t649633031,Bacteroidetes
t649633032,Bacteroidetes
t644736340,Bacteroidetes
t643886082,Bacteroidetes
t648028020,Bacteroidetes
t2506381023,Bacteroidetes
t2509601038,Bacteroidetes
t637000087,Bacteroidetes
t638341059,Bacteroidetes
t644736356,Bacteroidetes
t651324026,Bacteroidetes
t651324027,Bacteroidetes
t2509276020,Bacteroidetes
t2506485001,Bacteroidetes
t643886118,Bacteroidetes
t643886079,Bacteroidetes
t640612204,Bacteroidetes
t638341093,Bacteroidetes
t2507262045,Bacteroidetes
t2507262047,Bacteroidetes
t644736368,Bacteroidetes
t641380439,Bacteroidetes
t2511231102,Bacteroidetes
t2511231122,Bacteroidetes
t644736369,Bacteroidetes
t640753027,Bacteroidetes
t2509601041,Bacteroidetes
t2509276059,Bacteroidetes
t2503707007,Bacteroidetes
t2506783053,Bacteroidetes
t639633025,Bacteroidetes
t2504756004,Bacteroidetes
t2502422321,Bacteroidetes
t2509276026,Bacteroidetes
t641380434,Bacteroidetes
t650716043,Bacteroidetes
t650716044,Bacteroidetes
t649633063,Bacteroidetes
t638341115,Bacteroidetes
t648028027,Bacteroidetes
t649633065,Bacteroidetes
t640196209,Bacteroidetes
t2506520020,Bacteroidetes
t649989975,Bacteroidetes
t2505679007,Bacteroidetes
t2506520050,Bacteroidetes
t2506783006,Bacteroidetes
t2506520016,Bacteroidetes
t649633078,Bacteroidetes
t2509601001,Bacteroidetes
t2508501098,Bacteroidetes
t649633080,Bacteroidetes
t640753039,Bacteroidetes
t642979358,Bacteroidetes
t640963016,Bacteroidetes
t646206279,Bacteroidetes
t651324083,Bacteroidetes
t644736398,Bacteroidetes
t649633082,Bacteroidetes
t640963036,Bacteroidetes
t638341152,Bacteroidetes
t638341218,Bacteroidetes
t2502545039,Bacteroidetes
t649989985,Bacteroidetes
t2504756018,Bacteroidetes
t643886148,Bacteroidetes
t642555148,Bacteroidetes
t650716072,Bacteroidetes
t637000209,Bacteroidetes
t643886142,Bacteroidetes
t648276713,Bacteroidetes
t645951825,Bacteroidetes
t2509601036,Bacteroidetes
t647000292,Bacteroidetes
t648276714,Bacteroidetes
t649989986,Bacteroidetes
t647533195,Bacteroidetes
t647000293,Bacteroidetes
t643886200,Bacteroidetes
t651324087,Bacteroidetes
t2509276066,Bacteroidetes
t651324088,Bacteroidetes
t650716073,Bacteroidetes
t648276715,Bacteroidetes
t2501416924,Bacteroidetes
t648276716,Bacteroidetes
t648028051,Bacteroidetes
t647533196,Bacteroidetes
t649989987,Bacteroidetes
t2503754046,Bacteroidetes
t651324089,Bacteroidetes
t649989988,Bacteroidetes
t648861012,Bacteroidetes
t645951806,Bacteroidetes
t651324090,Bacteroidetes
t646564560,Bacteroidetes
t649989989,Bacteroidetes
t647533197,Bacteroidetes
t647533198,Bacteroidetes
t647000294,Bacteroidetes
t645951840,Bacteroidetes
t647000295,Bacteroidetes
t645951836,Bacteroidetes
t645058700,Bacteroidetes
t638341165,Bacteroidetes
t646311949,Bacteroidetes
t2506520042,Bacteroidetes
t2505679078,Bacteroidetes
t2512564079,Bacteroidetes
t649633092,Bacteroidetes
t651053063,Bacteroidetes
t2509601020,Bacteroidetes
t646311950,Bacteroidetes
t2505679030,Bacteroidetes
t637000250,Bacteroidetes
t2509276035,Bacteroidetes
t2512564032,Bacteroidetes
t2509887033,Bacteroidetes
t2509276062,Bacteroidetes
t2505679080,Bacteroidetes
t643886135,Bacteroidetes
t645058810,Bacteroidetes
t646311954,Bacteroidetes
t2512047036,Bacteroidetes
t2501416923,Bacteroidetes
t640963037,Bacteroidetes
t650377986,Bacteroidetes
t2509276029,Bacteroidetes
t646564591,Bacteroidetes
